source,target,type
green_carpet,light_blue_carpet,minecraft:crafting_shapeless
red_carpet,light_blue_carpet,minecraft:crafting_shapeless
black_carpet,light_blue_carpet,minecraft:crafting_shapeless
light_blue_dye,light_blue_harness,minecraft:crafting_shapeless
white_harness,light_blue_harness,minecraft:crafting_shapeless
orange_harness,light_blue_harness,minecraft:crafting_shapeless
magenta_harness,light_blue_harness,minecraft:crafting_shapeless
yellow_harness,light_blue_harness,minecraft:crafting_shapeless
lime_harness,light_blue_harness,minecraft:crafting_shapeless
pink_harness,light_blue_harness,minecraft:crafting_shapeless
gray_harness,light_blue_harness,minecraft:crafting_shapeless
light_gray_harness,light_blue_harness,minecraft:crafting_shapeless
cyan_harness,light_blue_harness,minecraft:crafting_shapeless
purple_harness,light_blue_harness,minecraft:crafting_shapeless
blue_harness,light_blue_harness,minecraft:crafting_shapeless
brown_harness,light_blue_harness,minecraft:crafting_shapeless
green_harness,light_blue_harness,minecraft:crafting_shapeless
red_harness,light_blue_harness,minecraft:crafting_shapeless
black_harness,light_blue_harness,minecraft:crafting_shapeless
light_blue_dye,light_blue_wool,minecraft:crafting_shapeless
white_wool,light_blue_wool,minecraft:crafting_shapeless
orange_wool,light_blue_wool,minecraft:crafting_shapeless
magenta_wool,light_blue_wool,minecraft:crafting_shapeless
yellow_wool,light_blue_wool,minecraft:crafting_shapeless
lime_wool,light_blue_wool,minecraft:crafting_shapeless
pink_wool,light_blue_wool,minecraft:crafting_shapeless
gray_wool,light_blue_wool,minecraft:crafting_shapeless
light_gray_wool,light_blue_wool,minecraft:crafting_shapeless
cyan_wool,light_blue_wool,minecraft:crafting_shapeless
purple_wool,light_blue_wool,minecraft:crafting_shapeless
blue_wool,light_blue_wool,minecraft:crafting_shapeless
brown_wool,light_blue_wool,minecraft:crafting_shapeless
green_wool,light_blue_wool,minecraft:crafting_shapeless
red_wool,light_blue_wool,minecraft:crafting_shapeless
black_wool,light_blue_wool,minecraft:crafting_shapeless
light_gray_dye,light_gray_bed,minecraft:crafting_shapeless
white_bed,light_gray_bed,minecraft:crafting_shapeless
orange_bed,light_gray_bed,minecraft:crafting_shapeless
magenta_bed,light_gray_bed,minecraft:crafting_shapeless
light_blue_bed,light_gray_bed,minecraft:crafting_shapeless
yellow_bed,light_gray_bed,minecraft:crafting_shapeless
lime_bed,light_gray_bed,minecraft:crafting_shapeless
pink_bed,light_gray_bed,minecraft:crafting_shapeless
gray_bed,light_gray_bed,minecraft:crafting_shapeless
cyan_bed,light_gray_bed,minecraft:crafting_shapeless
purple_bed,light_gray_bed,minecraft:crafting_shapeless
blue_bed,light_gray_bed,minecraft:crafting_shapeless
brown_bed,light_gray_bed,minecraft:crafting_shapeless
green_bed,light_gray_bed,minecraft:crafting_shapeless
red_bed,light_gray_bed,minecraft:crafting_shapeless
black_bed,light_gray_bed,minecraft:crafting_shapeless
light_gray_dye,light_gray_carpet,minecraft:crafting_shapeless
white_carpet,light_gray_carpet,minecraft:crafting_shapeless
orange_carpet,light_gray_carpet,minecraft:crafting_shapeless
magenta_carpet,light_gray_carpet,minecraft:crafting_shapeless
light_blue_carpet,light_gray_carpet,minecraft:crafting_shapeless
yellow_carpet,light_gray_carpet,minecraft:crafting_shapeless
lime_carpet,light_gray_carpet,minecraft:crafting_shapeless
pink_carpet,light_gray_carpet,minecraft:crafting_shapeless
gray_carpet,light_gray_carpet,minecraft:crafting_shapeless
cyan_carpet,light_gray_carpet,minecraft:crafting_shapeless
purple_carpet,light_gray_carpet,minecraft:crafting_shapeless
blue_carpet,light_gray_carpet,minecraft:crafting_shapeless
brown_carpet,light_gray_carpet,minecraft:crafting_shapeless
green_carpet,light_gray_carpet,minecraft:crafting_shapeless
red_carpet,light_gray_carpet,minecraft:crafting_shapeless
black_carpet,light_gray_carpet,minecraft:crafting_shapeless
light_gray_dye,light_gray_harness,minecraft:crafting_shapeless
white_harness,light_gray_harness,minecraft:crafting_shapeless
orange_harness,light_gray_harness,minecraft:crafting_shapeless
magenta_harness,light_gray_harness,minecraft:crafting_shapeless
light_blue_harness,light_gray_harness,minecraft:crafting_shapeless
yellow_harness,light_gray_harness,minecraft:crafting_shapeless
lime_harness,light_gray_harness,minecraft:crafting_shapeless
pink_harness,light_gray_harness,minecraft:crafting_shapeless
gray_harness,light_gray_harness,minecraft:crafting_shapeless
cyan_harness,light_gray_harness,minecraft:crafting_shapeless
purple_harness,light_gray_harness,minecraft:crafting_shapeless
blue_harness,light_gray_harness,minecraft:crafting_shapeless
brown_harness,light_gray_harness,minecraft:crafting_shapeless
green_harness,light_gray_harness,minecraft:crafting_shapeless
red_harness,light_gray_harness,minecraft:crafting_shapeless
black_harness,light_gray_harness,minecraft:crafting_shapeless
light_gray_dye,light_gray_wool,minecraft:crafting_shapeless
white_wool,light_gray_wool,minecraft:crafting_shapeless
orange_wool,light_gray_wool,minecraft:crafting_shapeless
magenta_wool,light_gray_wool,minecraft:crafting_shapeless
light_blue_wool,light_gray_wool,minecraft:crafting_shapeless
yellow_wool,light_gray_wool,minecraft:crafting_shapeless
lime_wool,light_gray_wool,minecraft:crafting_shapeless
pink_wool,light_gray_wool,minecraft:crafting_shapeless
gray_wool,light_gray_wool,minecraft:crafting_shapeless
cyan_wool,light_gray_wool,minecraft:crafting_shapeless
purple_wool,light_gray_wool,minecraft:crafting_shapeless
blue_wool,light_gray_wool,minecraft:crafting_shapeless
brown_wool,light_gray_wool,minecraft:crafting_shapeless
green_wool,light_gray_wool,minecraft:crafting_shapeless
red_wool,light_gray_wool,minecraft:crafting_shapeless
black_wool,light_gray_wool,minecraft:crafting_shapeless
lime_dye,lime_bed,minecraft:crafting_shapeless
white_bed,lime_bed,minecraft:crafting_shapeless
orange_bed,lime_bed,minecraft:crafting_shapeless
magenta_bed,lime_bed,minecraft:crafting_shapeless
light_blue_bed,lime_bed,minecraft:crafting_shapeless
yellow_bed,lime_bed,minecraft:crafting_shapeless
pink_bed,lime_bed,minecraft:crafting_shapeless
gray_bed,lime_bed,minecraft:crafting_shapeless
light_gray_bed,lime_bed,minecraft:crafting_shapeless
cyan_bed,lime_bed,minecraft:crafting_shapeless
purple_bed,lime_bed,minecraft:crafting_shapeless
blue_bed,lime_bed,minecraft:crafting_shapeless
brown_bed,lime_bed,minecraft:crafting_shapeless
green_bed,lime_bed,minecraft:crafting_shapeless
red_bed,lime_bed,minecraft:crafting_shapeless
black_bed,lime_bed,minecraft:crafting_shapeless
lime_dye,lime_carpet,minecraft:crafting_shapeless
white_carpet,lime_carpet,minecraft:crafting_shapeless
orange_carpet,lime_carpet,minecraft:crafting_shapeless
magenta_carpet,lime_carpet,minecraft:crafting_shapeless
light_blue_carpet,lime_carpet,minecraft:crafting_shapeless
yellow_carpet,lime_carpet,minecraft:crafting_shapeless
pink_carpet,lime_carpet,minecraft:crafting_shapeless
gray_carpet,lime_carpet,minecraft:crafting_shapeless
light_gray_carpet,lime_carpet,minecraft:crafting_shapeless
cyan_carpet,lime_carpet,minecraft:crafting_shapeless
purple_carpet,lime_carpet,minecraft:crafting_shapeless
blue_carpet,lime_carpet,minecraft:crafting_shapeless
brown_carpet,lime_carpet,minecraft:crafting_shapeless
green_carpet,lime_carpet,minecraft:crafting_shapeless
red_carpet,lime_carpet,minecraft:crafting_shapeless
black_carpet,lime_carpet,minecraft:crafting_shapeless
lime_dye,lime_harness,minecraft:crafting_shapeless
white_harness,lime_harness,minecraft:crafting_shapeless
orange_harness,lime_harness,minecraft:crafting_shapeless
magenta_harness,lime_harness,minecraft:crafting_shapeless
light_blue_harness,lime_harness,minecraft:crafting_shapeless
yellow_harness,lime_harness,minecraft:crafting_shapeless
pink_harness,lime_harness,minecraft:crafting_shapeless
gray_harness,lime_harness,minecraft:crafting_shapeless
light_gray_harness,lime_harness,minecraft:crafting_shapeless
cyan_harness,lime_harness,minecraft:crafting_shapeless
purple_harness,lime_harness,minecraft:crafting_shapeless
blue_harness,lime_harness,minecraft:crafting_shapeless
brown_harness,lime_harness,minecraft:crafting_shapeless
green_harness,lime_harness,minecraft:crafting_shapeless
red_harness,lime_harness,minecraft:crafting_shapeless
black_harness,lime_harness,minecraft:crafting_shapeless
lime_dye,lime_wool,minecraft:crafting_shapeless
white_wool,lime_wool,minecraft:crafting_shapeless
orange_wool,lime_wool,minecraft:crafting_shapeless
magenta_wool,lime_wool,minecraft:crafting_shapeless
light_blue_wool,lime_wool,minecraft:crafting_shapeless
yellow_wool,lime_wool,minecraft:crafting_shapeless
pink_wool,lime_wool,minecraft:crafting_shapeless
gray_wool,lime_wool,minecraft:crafting_shapeless
light_gray_wool,lime_wool,minecraft:crafting_shapeless
cyan_wool,lime_wool,minecraft:crafting_shapeless
purple_wool,lime_wool,minecraft:crafting_shapeless
blue_wool,lime_wool,minecraft:crafting_shapeless
brown_wool,lime_wool,minecraft:crafting_shapeless
green_wool,lime_wool,minecraft:crafting_shapeless
red_wool,lime_wool,minecraft:crafting_shapeless
black_wool,lime_wool,minecraft:crafting_shapeless
magenta_dye,magenta_bed,minecraft:crafting_shapeless
white_bed,magenta_bed,minecraft:crafting_shapeless
orange_bed,magenta_bed,minecraft:crafting_shapeless
light_blue_bed,magenta_bed,minecraft:crafting_shapeless
yellow_bed,magenta_bed,minecraft:crafting_shapeless
lime_bed,magenta_bed,minecraft:crafting_shapeless
pink_bed,magenta_bed,minecraft:crafting_shapeless
gray_bed,magenta_bed,minecraft:crafting_shapeless
light_gray_bed,magenta_bed,minecraft:crafting_shapeless
cyan_bed,magenta_bed,minecraft:crafting_shapeless
purple_bed,magenta_bed,minecraft:crafting_shapeless
blue_bed,magenta_bed,minecraft:crafting_shapeless
brown_bed,magenta_bed,minecraft:crafting_shapeless
green_bed,magenta_bed,minecraft:crafting_shapeless
red_bed,magenta_bed,minecraft:crafting_shapeless
black_bed,magenta_bed,minecraft:crafting_shapeless
magenta_dye,magenta_carpet,minecraft:crafting_shapeless
white_carpet,magenta_carpet,minecraft:crafting_shapeless
orange_carpet,magenta_carpet,minecraft:crafting_shapeless
light_blue_carpet,magenta_carpet,minecraft:crafting_shapeless
yellow_carpet,magenta_carpet,minecraft:crafting_shapeless
lime_carpet,magenta_carpet,minecraft:crafting_shapeless
pink_carpet,magenta_carpet,minecraft:crafting_shapeless
gray_carpet,magenta_carpet,minecraft:crafting_shapeless
light_gray_carpet,magenta_carpet,minecraft:crafting_shapeless
cyan_carpet,magenta_carpet,minecraft:crafting_shapeless
purple_carpet,magenta_carpet,minecraft:crafting_shapeless
blue_carpet,magenta_carpet,minecraft:crafting_shapeless
brown_carpet,magenta_carpet,minecraft:crafting_shapeless
green_carpet,magenta_carpet,minecraft:crafting_shapeless
red_carpet,magenta_carpet,minecraft:crafting_shapeless
black_carpet,magenta_carpet,minecraft:crafting_shapeless
magenta_dye,magenta_harness,minecraft:crafting_shapeless
white_harness,magenta_harness,minecraft:crafting_shapeless
orange_harness,magenta_harness,minecraft:crafting_shapeless
light_blue_harness,magenta_harness,minecraft:crafting_shapeless
yellow_harness,magenta_harness,minecraft:crafting_shapeless
lime_harness,magenta_harness,minecraft:crafting_shapeless
pink_harness,magenta_harness,minecraft:crafting_shapeless
gray_harness,magenta_harness,minecraft:crafting_shapeless
light_gray_harness,magenta_harness,minecraft:crafting_shapeless
cyan_harness,magenta_harness,minecraft:crafting_shapeless
purple_harness,magenta_harness,minecraft:crafting_shapeless
blue_harness,magenta_harness,minecraft:crafting_shapeless
brown_harness,magenta_harness,minecraft:crafting_shapeless
green_harness,magenta_harness,minecraft:crafting_shapeless
red_harness,magenta_harness,minecraft:crafting_shapeless
black_harness,magenta_harness,minecraft:crafting_shapeless
magenta_dye,magenta_wool,minecraft:crafting_shapeless
white_wool,magenta_wool,minecraft:crafting_shapeless
orange_wool,magenta_wool,minecraft:crafting_shapeless
light_blue_wool,magenta_wool,minecraft:crafting_shapeless
yellow_wool,magenta_wool,minecraft:crafting_shapeless
lime_wool,magenta_wool,minecraft:crafting_shapeless
pink_wool,magenta_wool,minecraft:crafting_shapeless
gray_wool,magenta_wool,minecraft:crafting_shapeless
light_gray_wool,magenta_wool,minecraft:crafting_shapeless
cyan_wool,magenta_wool,minecraft:crafting_shapeless
purple_wool,magenta_wool,minecraft:crafting_shapeless
blue_wool,magenta_wool,minecraft:crafting_shapeless
brown_wool,magenta_wool,minecraft:crafting_shapeless
green_wool,magenta_wool,minecraft:crafting_shapeless
red_wool,magenta_wool,minecraft:crafting_shapeless
black_wool,magenta_wool,minecraft:crafting_shapeless
orange_dye,orange_bed,minecraft:crafting_shapeless
white_bed,orange_bed,minecraft:crafting_shapeless
magenta_bed,orange_bed,minecraft:crafting_shapeless
light_blue_bed,orange_bed,minecraft:crafting_shapeless
yellow_bed,orange_bed,minecraft:crafting_shapeless
lime_bed,orange_bed,minecraft:crafting_shapeless
pink_bed,orange_bed,minecraft:crafting_shapeless
gray_bed,orange_bed,minecraft:crafting_shapeless
light_gray_bed,orange_bed,minecraft:crafting_shapeless
cyan_bed,orange_bed,minecraft:crafting_shapeless
purple_bed,orange_bed,minecraft:crafting_shapeless
blue_bed,orange_bed,minecraft:crafting_shapeless
brown_bed,orange_bed,minecraft:crafting_shapeless
green_bed,orange_bed,minecraft:crafting_shapeless
red_bed,orange_bed,minecraft:crafting_shapeless
black_bed,orange_bed,minecraft:crafting_shapeless
orange_dye,orange_carpet,minecraft:crafting_shapeless
white_carpet,orange_carpet,minecraft:crafting_shapeless
magenta_carpet,orange_carpet,minecraft:crafting_shapeless
light_blue_carpet,orange_carpet,minecraft:crafting_shapeless
yellow_carpet,orange_carpet,minecraft:crafting_shapeless
lime_carpet,orange_carpet,minecraft:crafting_shapeless
pink_carpet,orange_carpet,minecraft:crafting_shapeless
gray_carpet,orange_carpet,minecraft:crafting_shapeless
light_gray_carpet,orange_carpet,minecraft:crafting_shapeless
cyan_carpet,orange_carpet,minecraft:crafting_shapeless
purple_carpet,orange_carpet,minecraft:crafting_shapeless
blue_carpet,orange_carpet,minecraft:crafting_shapeless
brown_carpet,orange_carpet,minecraft:crafting_shapeless
green_carpet,orange_carpet,minecraft:crafting_shapeless
red_carpet,orange_carpet,minecraft:crafting_shapeless
black_carpet,orange_carpet,minecraft:crafting_shapeless
orange_dye,orange_harness,minecraft:crafting_shapeless
white_harness,orange_harness,minecraft:crafting_shapeless
magenta_harness,orange_harness,minecraft:crafting_shapeless
light_blue_harness,orange_harness,minecraft:crafting_shapeless
yellow_harness,orange_harness,minecraft:crafting_shapeless
lime_harness,orange_harness,minecraft:crafting_shapeless
pink_harness,orange_harness,minecraft:crafting_shapeless
gray_harness,orange_harness,minecraft:crafting_shapeless
light_gray_harness,orange_harness,minecraft:crafting_shapeless
cyan_harness,orange_harness,minecraft:crafting_shapeless
purple_harness,orange_harness,minecraft:crafting_shapeless
blue_harness,orange_harness,minecraft:crafting_shapeless
brown_harness,orange_harness,minecraft:crafting_shapeless
green_harness,orange_harness,minecraft:crafting_shapeless
red_harness,orange_harness,minecraft:crafting_shapeless
black_harness,orange_harness,minecraft:crafting_shapeless
orange_dye,orange_wool,minecraft:crafting_shapeless
white_wool,orange_wool,minecraft:crafting_shapeless
magenta_wool,orange_wool,minecraft:crafting_shapeless
light_blue_wool,orange_wool,minecraft:crafting_shapeless
yellow_wool,orange_wool,minecraft:crafting_shapeless
lime_wool,orange_wool,minecraft:crafting_shapeless
pink_wool,orange_wool,minecraft:crafting_shapeless
gray_wool,orange_wool,minecraft:crafting_shapeless
light_gray_wool,orange_wool,minecraft:crafting_shapeless
cyan_wool,orange_wool,minecraft:crafting_shapeless
purple_wool,orange_wool,minecraft:crafting_shapeless
blue_wool,orange_wool,minecraft:crafting_shapeless
brown_wool,orange_wool,minecraft:crafting_shapeless
green_wool,orange_wool,minecraft:crafting_shapeless
red_wool,orange_wool,minecraft:crafting_shapeless
black_wool,orange_wool,minecraft:crafting_shapeless
pink_dye,pink_bed,minecraft:crafting_shapeless
white_bed,pink_bed,minecraft:crafting_shapeless
orange_bed,pink_bed,minecraft:crafting_shapeless
magenta_bed,pink_bed,minecraft:crafting_shapeless
light_blue_bed,pink_bed,minecraft:crafting_shapeless
yellow_bed,pink_bed,minecraft:crafting_shapeless
lime_bed,pink_bed,minecraft:crafting_shapeless
gray_bed,pink_bed,minecraft:crafting_shapeless
light_gray_bed,pink_bed,minecraft:crafting_shapeless
cyan_bed,pink_bed,minecraft:crafting_shapeless
purple_bed,pink_bed,minecraft:crafting_shapeless
blue_bed,pink_bed,minecraft:crafting_shapeless
brown_bed,pink_bed,minecraft:crafting_shapeless
green_bed,pink_bed,minecraft:crafting_shapeless
red_bed,pink_bed,minecraft:crafting_shapeless
black_bed,pink_bed,minecraft:crafting_shapeless
pink_dye,pink_carpet,minecraft:crafting_shapeless
white_carpet,pink_carpet,minecraft:crafting_shapeless
orange_carpet,pink_carpet,minecraft:crafting_shapeless
magenta_carpet,pink_carpet,minecraft:crafting_shapeless
light_blue_carpet,pink_carpet,minecraft:crafting_shapeless
yellow_carpet,pink_carpet,minecraft:crafting_shapeless
lime_carpet,pink_carpet,minecraft:crafting_shapeless
gray_carpet,pink_carpet,minecraft:crafting_shapeless
light_gray_carpet,pink_carpet,minecraft:crafting_shapeless
cyan_carpet,pink_carpet,minecraft:crafting_shapeless
purple_carpet,pink_carpet,minecraft:crafting_shapeless
blue_carpet,pink_carpet,minecraft:crafting_shapeless
brown_carpet,pink_carpet,minecraft:crafting_shapeless
green_carpet,pink_carpet,minecraft:crafting_shapeless
red_carpet,pink_carpet,minecraft:crafting_shapeless
black_carpet,pink_carpet,minecraft:crafting_shapeless
pink_dye,pink_harness,minecraft:crafting_shapeless
white_harness,pink_harness,minecraft:crafting_shapeless
orange_harness,pink_harness,minecraft:crafting_shapeless
magenta_harness,pink_harness,minecraft:crafting_shapeless
light_blue_harness,pink_harness,minecraft:crafting_shapeless
yellow_harness,pink_harness,minecraft:crafting_shapeless
lime_harness,pink_harness,minecraft:crafting_shapeless
gray_harness,pink_harness,minecraft:crafting_shapeless
light_gray_harness,pink_harness,minecraft:crafting_shapeless
cyan_harness,pink_harness,minecraft:crafting_shapeless
purple_harness,pink_harness,minecraft:crafting_shapeless
blue_harness,pink_harness,minecraft:crafting_shapeless
brown_harness,pink_harness,minecraft:crafting_shapeless
green_harness,pink_harness,minecraft:crafting_shapeless
red_harness,pink_harness,minecraft:crafting_shapeless
black_harness,pink_harness,minecraft:crafting_shapeless
pink_dye,pink_wool,minecraft:crafting_shapeless
white_wool,pink_wool,minecraft:crafting_shapeless
orange_wool,pink_wool,minecraft:crafting_shapeless
magenta_wool,pink_wool,minecraft:crafting_shapeless
light_blue_wool,pink_wool,minecraft:crafting_shapeless
yellow_wool,pink_wool,minecraft:crafting_shapeless
lime_wool,pink_wool,minecraft:crafting_shapeless
gray_wool,pink_wool,minecraft:crafting_shapeless
light_gray_wool,pink_wool,minecraft:crafting_shapeless
cyan_wool,pink_wool,minecraft:crafting_shapeless
purple_wool,pink_wool,minecraft:crafting_shapeless
blue_wool,pink_wool,minecraft:crafting_shapeless
brown_wool,pink_wool,minecraft:crafting_shapeless
green_wool,pink_wool,minecraft:crafting_shapeless
red_wool,pink_wool,minecraft:crafting_shapeless
black_wool,pink_wool,minecraft:crafting_shapeless
purple_dye,purple_bed,minecraft:crafting_shapeless
white_bed,purple_bed,minecraft:crafting_shapeless
orange_bed,purple_bed,minecraft:crafting_shapeless
magenta_bed,purple_bed,minecraft:crafting_shapeless
light_blue_bed,purple_bed,minecraft:crafting_shapeless
yellow_bed,purple_bed,minecraft:crafting_shapeless
lime_bed,purple_bed,minecraft:crafting_shapeless
pink_bed,purple_bed,minecraft:crafting_shapeless
gray_bed,purple_bed,minecraft:crafting_shapeless
light_gray_bed,purple_bed,minecraft:crafting_shapeless
cyan_bed,purple_bed,minecraft:crafting_shapeless
blue_bed,purple_bed,minecraft:crafting_shapeless
brown_bed,purple_bed,minecraft:crafting_shapeless
green_bed,purple_bed,minecraft:crafting_shapeless
red_bed,purple_bed,minecraft:crafting_shapeless
black_bed,purple_bed,minecraft:crafting_shapeless
purple_dye,purple_carpet,minecraft:crafting_shapeless
white_carpet,purple_carpet,minecraft:crafting_shapeless
orange_carpet,purple_carpet,minecraft:crafting_shapeless
magenta_carpet,purple_carpet,minecraft:crafting_shapeless
light_blue_carpet,purple_carpet,minecraft:crafting_shapeless
yellow_carpet,purple_carpet,minecraft:crafting_shapeless
lime_carpet,purple_carpet,minecraft:crafting_shapeless
pink_carpet,purple_carpet,minecraft:crafting_shapeless
gray_carpet,purple_carpet,minecraft:crafting_shapeless
light_gray_carpet,purple_carpet,minecraft:crafting_shapeless
cyan_carpet,purple_carpet,minecraft:crafting_shapeless
blue_carpet,purple_carpet,minecraft:crafting_shapeless
brown_carpet,purple_carpet,minecraft:crafting_shapeless
green_carpet,purple_carpet,minecraft:crafting_shapeless
red_carpet,purple_carpet,minecraft:crafting_shapeless
black_carpet,purple_carpet,minecraft:crafting_shapeless
purple_dye,purple_harness,minecraft:crafting_shapeless
white_harness,purple_harness,minecraft:crafting_shapeless
orange_harness,purple_harness,minecraft:crafting_shapeless
magenta_harness,purple_harness,minecraft:crafting_shapeless
light_blue_harness,purple_harness,minecraft:crafting_shapeless
yellow_harness,purple_harness,minecraft:crafting_shapeless
lime_harness,purple_harness,minecraft:crafting_shapeless
pink_harness,purple_harness,minecraft:crafting_shapeless
gray_harness,purple_harness,minecraft:crafting_shapeless
light_gray_harness,purple_harness,minecraft:crafting_shapeless
cyan_harness,purple_harness,minecraft:crafting_shapeless
blue_harness,purple_harness,minecraft:crafting_shapeless
brown_harness,purple_harness,minecraft:crafting_shapeless
green_harness,purple_harness,minecraft:crafting_shapeless
red_harness,purple_harness,minecraft:crafting_shapeless
black_harness,purple_harness,minecraft:crafting_shapeless
purple_dye,purple_wool,minecraft:crafting_shapeless
white_wool,purple_wool,minecraft:crafting_shapeless
orange_wool,purple_wool,minecraft:crafting_shapeless
magenta_wool,purple_wool,minecraft:crafting_shapeless
light_blue_wool,purple_wool,minecraft:crafting_shapeless
yellow_wool,purple_wool,minecraft:crafting_shapeless
lime_wool,purple_wool,minecraft:crafting_shapeless
pink_wool,purple_wool,minecraft:crafting_shapeless
gray_wool,purple_wool,minecraft:crafting_shapeless
light_gray_wool,purple_wool,minecraft:crafting_shapeless
cyan_wool,purple_wool,minecraft:crafting_shapeless
blue_wool,purple_wool,minecraft:crafting_shapeless
brown_wool,purple_wool,minecraft:crafting_shapeless
green_wool,purple_wool,minecraft:crafting_shapeless
red_wool,purple_wool,minecraft:crafting_shapeless
black_wool,purple_wool,minecraft:crafting_shapeless
red_dye,red_bed,minecraft:crafting_shapeless
white_bed,red_bed,minecraft:crafting_shapeless
orange_bed,red_bed,minecraft:crafting_shapeless
magenta_bed,red_bed,minecraft:crafting_shapeless
light_blue_bed,red_bed,minecraft:crafting_shapeless
yellow_bed,red_bed,minecraft:crafting_shapeless
lime_bed,red_bed,minecraft:crafting_shapeless
pink_bed,red_bed,minecraft:crafting_shapeless
gray_bed,red_bed,minecraft:crafting_shapeless
light_gray_bed,red_bed,minecraft:crafting_shapeless
cyan_bed,red_bed,minecraft:crafting_shapeless
purple_bed,red_bed,minecraft:crafting_shapeless
blue_bed,red_bed,minecraft:crafting_shapeless
brown_bed,red_bed,minecraft:crafting_shapeless
green_bed,red_bed,minecraft:crafting_shapeless
black_bed,red_bed,minecraft:crafting_shapeless
red_dye,red_carpet,minecraft:crafting_shapeless
white_carpet,red_carpet,minecraft:crafting_shapeless
orange_carpet,red_carpet,minecraft:crafting_shapeless
magenta_carpet,red_carpet,minecraft:crafting_shapeless
light_blue_carpet,red_carpet,minecraft:crafting_shapeless
yellow_carpet,red_carpet,minecraft:crafting_shapeless
lime_carpet,red_carpet,minecraft:crafting_shapeless
pink_carpet,red_carpet,minecraft:crafting_shapeless
gray_carpet,red_carpet,minecraft:crafting_shapeless
light_gray_carpet,red_carpet,minecraft:crafting_shapeless
cyan_carpet,red_carpet,minecraft:crafting_shapeless
purple_carpet,red_carpet,minecraft:crafting_shapeless
blue_carpet,red_carpet,minecraft:crafting_shapeless
brown_carpet,red_carpet,minecraft:crafting_shapeless
green_carpet,red_carpet,minecraft:crafting_shapeless
black_carpet,red_carpet,minecraft:crafting_shapeless
red_dye,red_harness,minecraft:crafting_shapeless
white_harness,red_harness,minecraft:crafting_shapeless
orange_harness,red_harness,minecraft:crafting_shapeless
magenta_harness,red_harness,minecraft:crafting_shapeless
light_blue_harness,red_harness,minecraft:crafting_shapeless
yellow_harness,red_harness,minecraft:crafting_shapeless
lime_harness,red_harness,minecraft:crafting_shapeless
pink_harness,red_harness,minecraft:crafting_shapeless
gray_harness,red_harness,minecraft:crafting_shapeless
light_gray_harness,red_harness,minecraft:crafting_shapeless
cyan_harness,red_harness,minecraft:crafting_shapeless
purple_harness,red_harness,minecraft:crafting_shapeless
blue_harness,red_harness,minecraft:crafting_shapeless
brown_harness,red_harness,minecraft:crafting_shapeless
green_harness,red_harness,minecraft:crafting_shapeless
black_harness,red_harness,minecraft:crafting_shapeless
red_dye,red_wool,minecraft:crafting_shapeless
white_wool,red_wool,minecraft:crafting_shapeless
orange_wool,red_wool,minecraft:crafting_shapeless
magenta_wool,red_wool,minecraft:crafting_shapeless
light_blue_wool,red_wool,minecraft:crafting_shapeless
yellow_wool,red_wool,minecraft:crafting_shapeless
lime_wool,red_wool,minecraft:crafting_shapeless
pink_wool,red_wool,minecraft:crafting_shapeless
gray_wool,red_wool,minecraft:crafting_shapeless
light_gray_wool,red_wool,minecraft:crafting_shapeless
cyan_wool,red_wool,minecraft:crafting_shapeless
purple_wool,red_wool,minecraft:crafting_shapeless
blue_wool,red_wool,minecraft:crafting_shapeless
brown_wool,red_wool,minecraft:crafting_shapeless
green_wool,red_wool,minecraft:crafting_shapeless
black_wool,red_wool,minecraft:crafting_shapeless
white_dye,white_bed,minecraft:crafting_shapeless
orange_bed,white_bed,minecraft:crafting_shapeless
magenta_bed,white_bed,minecraft:crafting_shapeless
light_blue_bed,white_bed,minecraft:crafting_shapeless
yellow_bed,white_bed,minecraft:crafting_shapeless
lime_bed,white_bed,minecraft:crafting_shapeless
pink_bed,white_bed,minecraft:crafting_shapeless
gray_bed,white_bed,minecraft:crafting_shapeless
light_gray_bed,white_bed,minecraft:crafting_shapeless
cyan_bed,white_bed,minecraft:crafting_shapeless
purple_bed,white_bed,minecraft:crafting_shapeless
blue_bed,white_bed,minecraft:crafting_shapeless
brown_bed,white_bed,minecraft:crafting_shapeless
green_bed,white_bed,minecraft:crafting_shapeless
red_bed,white_bed,minecraft:crafting_shapeless
black_bed,white_bed,minecraft:crafting_shapeless
white_dye,white_carpet,minecraft:crafting_shapeless
orange_carpet,white_carpet,minecraft:crafting_shapeless
magenta_carpet,white_carpet,minecraft:crafting_shapeless
light_blue_carpet,white_carpet,minecraft:crafting_shapeless
yellow_carpet,white_carpet,minecraft:crafting_shapeless
lime_carpet,white_carpet,minecraft:crafting_shapeless
pink_carpet,white_carpet,minecraft:crafting_shapeless
gray_carpet,white_carpet,minecraft:crafting_shapeless
light_gray_carpet,white_carpet,minecraft:crafting_shapeless
cyan_carpet,white_carpet,minecraft:crafting_shapeless
purple_carpet,white_carpet,minecraft:crafting_shapeless
blue_carpet,white_carpet,minecraft:crafting_shapeless
brown_carpet,white_carpet,minecraft:crafting_shapeless
green_carpet,white_carpet,minecraft:crafting_shapeless
red_carpet,white_carpet,minecraft:crafting_shapeless
black_carpet,white_carpet,minecraft:crafting_shapeless
white_dye,white_harness,minecraft:crafting_shapeless
orange_harness,white_harness,minecraft:crafting_shapeless
magenta_harness,white_harness,minecraft:crafting_shapeless
